sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145060	k99_11212	k99_11212_0-956.1	antibacterial	k99_11212_k99_11212_2	221	956	PF00005	0.64015	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145060	k99_11212	k99_11212_0-956.1	antibacterial	k99_11212_k99_11212_2	221	956	PF13481	0.57821	CL0023	P-loop_NTPase	AAA_25	AAA domain	1747	Cutibacterium acnes
SRR6145060	k99_11212	k99_11212_0-956.1	antibacterial	k99_11212_k99_11212_2	221	956	PF13555	0.57464	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1747	Cutibacterium acnes
SRR6145060	k99_11212	k99_11212_0-956.1	antibacterial	k99_11212_k99_11212_2	221	956	PF03193	0.50355	CL0023	P-loop_NTPase	RsgA_GTPase	RsgA GTPase	1747	Cutibacterium acnes
SRR6145060	k99_11212	k99_11212_0-956.1	antibacterial	k99_11212_k99_11212_2	221	956	PF13476	0.47886	CL0023	P-loop_NTPase	AAA_23	AAA domain	1747	Cutibacterium acnes
SRR6145060	k99_1089	k99_1089_2-1773.1	NA	k99_1089_k99_1089_1	2	1517	PF02347	0.56298	CL0061	PLP_aminotran	GDC-P	Glycine cleavage system P-protein	1747	Cutibacterium acnes
SRR6145060	k99_1089	k99_1089_2-1773.1	NA	k99_1089_k99_1089_1	2	1517	PF01212	0.56031	CL0061	PLP_aminotran	Beta_elim_lyase	Beta-eliminating lyase	1747	Cutibacterium acnes
SRR6145060	k99_1089	k99_1089_2-1773.1	NA	k99_1089_k99_1089_1	2	1517	PF00266	0.53809	CL0061	PLP_aminotran	Aminotran_5	Aminotransferase class-V	1747	Cutibacterium acnes
SRR6145060	k99_1089	k99_1089_2-1773.1	NA	k99_1089_k99_1089_2	1581	1773	PF07729	0.56591	CL0388	FadR-C	FCD	FCD domain	1747	Cutibacterium acnes
SRR6145060	k99_12293	k99_12293_3028-3289.1	antibacterial	k99_12293_k99_12293_5	3028	3289	PF13490	0.51939	CL0645	Anti-sigma_N	zf-HC2	Putative zinc-finger	1234380	Cutibacterium acnes C1
SRR6145060	k99_1273	k99_1273_1119-1338.1	antibacterial	k99_1273_k99_1273_2	1119	1338	PF13460	0.55435	CL0063	NADP_Rossmann	NAD_binding_10	NAD(P)H-binding	1747	Cutibacterium acnes
SRR6145060	k99_11051	k99_11051_489-1599.1	antibacterial	k99_11051_k99_11051_2	489	1599	PF01040	0.58722	CL0613	Terp_synthase	UbiA	UbiA prenyltransferase family	1234380	Cutibacterium acnes C1
SRR6145060	k99_12123	k99_12123_635-1963.1	antibacterial	k99_12123_k99_12123_2	635	1145	PF13796	0.76586	NA	NA	Sensor	Putative sensor	1747	Cutibacterium acnes
SRR6145060	k99_12123	k99_12123_635-1963.1	antibacterial	k99_12123_k99_12123_3	1258	1963	PF02628	0.61783	CL0328	2heme_cytochrom	COX15-CtaA	Cytochrome oxidase assembly protein	1747	Cutibacterium acnes
SRR6145060	k99_8070	k99_8070_172-829.1	antibacterial	k99_8070_k99_8070_2	172	829	PF00072	0.54666	CL0304	CheY	Response_reg	Response regulator receiver domain	1747	Cutibacterium acnes
SRR6145060	k99_8070	k99_8070_172-829.1	antibacterial	k99_8070_k99_8070_2	172	829	PF08281	0.57457	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1747	Cutibacterium acnes
SRR6145060	k99_8070	k99_8070_172-829.1	antibacterial	k99_8070_k99_8070_2	172	829	PF04545	0.51561	CL0123	HTH	Sigma70_r4	Sigma-70, region 4	1747	Cutibacterium acnes
SRR6145060	k99_8070	k99_8070_172-829.1	antibacterial	k99_8070_k99_8070_2	172	829	PF00196	0.59464	CL0123	HTH	GerE	Bacterial regulatory proteins, luxR family	1747	Cutibacterium acnes
SRR6145060	k99_8070	k99_8070_172-829.1	antibacterial	k99_8070_k99_8070_2	172	829	PF13412	0.55185	CL0123	HTH	HTH_24	Winged helix-turn-helix DNA-binding	1747	Cutibacterium acnes
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_1	40	1282	PF13556	0.93982	CL0123	HTH	HTH_30	PucR C-terminal helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_2	1310	2756	PF00083	0.95679	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_2	1310	2756	PF07690	0.96394	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_2	1310	2756	PF06609	0.95885	CL0015	MFS	TRI12	Fungal trichothecene efflux pump (TRI12)	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_3	2918	3284	PF02579	0.94652	NA	NA	Nitro_FeMo-Co	Dinitrogenase iron-molybdenum cofactor	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_4	3280	4195	PF02558	0.9702	CL0063	NADP_Rossmann	ApbA	Ketopantoate reductase PanE/ApbA	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_4	3280	4195	PF08546	0.96969	CL0106	6PGD_C	ApbA_C	Ketopantoate reductase PanE/ApbA C terminal	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_5	4254	5256	PF00698	0.98428	CL0323	Patatin	Acyl_transf_1	Acyl transferase domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_6	5252	6251	PF00195	0.98816	CL0046	Thiolase	Chal_sti_synt_N	Chalcone and stilbene synthases, N-terminal domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_6	5252	6251	PF00108	0.99155	CL0046	Thiolase	Thiolase_N	Thiolase, N-terminal domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_6	5252	6251	PF07451	0.98931	CL0046	Thiolase	SpoVAD	Stage V sporulation protein AD (SpoVAD)	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_6	5252	6251	PF08392	0.99529	CL0046	Thiolase	FAE1_CUT1_RppA	FAE1/Type III polyketide synthase-like protein	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_6	5252	6251	PF08545	0.99641	CL0046	Thiolase	ACP_syn_III	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_6	5252	6251	PF08541	0.99692	CL0046	Thiolase	ACP_syn_III_C	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_7	6333	6579	PF00550	0.99826	CL0314	PP-binding	PP-binding	Phosphopantetheine attachment site	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_8	6652	7924	PF00109	0.99802	CL0046	Thiolase	ketoacyl-synt	Beta-ketoacyl synthase, N-terminal domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_8	6652	7924	PF00108	0.9985	CL0046	Thiolase	Thiolase_N	Thiolase, N-terminal domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_8	6652	7924	PF02801	0.99863	CL0046	Thiolase	Ketoacyl-synt_C	Beta-ketoacyl synthase, C-terminal domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_8	6652	7924	PF16197	0.99799	CL0046	Thiolase	KAsynt_C_assoc	Ketoacyl-synthetase C-terminal extension	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_9	8009	8507	PF11343	0.99434	NA	NA	DUF3145	Protein of unknown function (DUF3145)	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_10	8584	9301	PF01168	0.97376	CL0036	TIM_barrel	Ala_racemase_N	Alanine racemase, N-terminal domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	k99_3589_40-9778.1	NA	k99_3589_k99_3589_11	9349	9778	PF00092	0.95853	CL0128	vWA-like	VWA	von Willebrand factor type A domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_12199	k99_12199_769-2073.1	antibacterial	k99_12199_k99_12199_2	769	1891	PF13524	0.79811	CL0113	GT-B	Glyco_trans_1_2	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145060	k99_12199	k99_12199_769-2073.1	antibacterial	k99_12199_k99_12199_2	769	1891	PF00534	0.74493	CL0113	GT-B	Glycos_transf_1	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145060	k99_12199	k99_12199_769-2073.1	antibacterial	k99_12199_k99_12199_2	769	1891	PF13692	0.70871	CL0113	GT-B	Glyco_trans_1_4	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145060	k99_12199	k99_12199_769-2073.1	antibacterial	k99_12199_k99_12199_2	769	1891	PF13579	0.67532	CL0113	GT-B	Glyco_trans_4_4	Glycosyl transferase 4-like domain	1747	Cutibacterium acnes
SRR6145060	k99_12199	k99_12199_769-2073.1	antibacterial	k99_12199_k99_12199_2	769	1891	PF13439	0.66224	CL0113	GT-B	Glyco_transf_4	Glycosyltransferase Family 4	1747	Cutibacterium acnes
SRR6145060	k99_12199	k99_12199_769-2073.1	antibacterial	k99_12199_k99_12199_2	769	1891	PF13477	0.62256	CL0113	GT-B	Glyco_trans_4_2	Glycosyl transferase 4-like	1747	Cutibacterium acnes
SRR6145060	k99_12199	k99_12199_769-2073.1	antibacterial	k99_12199_k99_12199_3	1890	2073	PF02350	0.71525	CL0113	GT-B	Epimerase_2	UDP-N-acetylglucosamine 2-epimerase	1747	Cutibacterium acnes
SRR6145060	k99_7492	k99_7492_0-1618.1	antibacterial	k99_7492_k99_7492_1	0	531	PF02780	0.55869	CL0591	TKC_like	Transketolase_C	Transketolase, C-terminal domain	1747	Cutibacterium acnes
SRR6145060	k99_7492	k99_7492_0-1618.1	antibacterial	k99_7492_k99_7492_1	0	531	PF17147	0.51533	CL0591	TKC_like	PFOR_II	Pyruvate:ferredoxin oxidoreductase core domain II	1747	Cutibacterium acnes
SRR6145060	k99_7492	k99_7492_0-1618.1	antibacterial	k99_7492_k99_7492_2	532	1618	PF02775	0.56053	CL0254	THDP-binding	TPP_enzyme_C	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	1747	Cutibacterium acnes
SRR6145060	k99_12617	k99_12617_1-553.1	antibacterial	k99_12617_k99_12617_1	1	553	PF01593	0.56864	CL0063	NADP_Rossmann	Amino_oxidase	Flavin containing amine oxidoreductase	1747	Cutibacterium acnes
SRR6145060	k99_6007	k99_6007_623-3053.1	antibacterial	k99_6007_k99_6007_2	623	1685	PF00124	0.69065	NA	NA	Photo_RC	Photosynthetic reaction centre protein	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_6007	k99_6007_623-3053.1	antibacterial	k99_6007_k99_6007_2	623	1685	PF04191	0.67841	CL0115	Steroid_dh	PEMT	Phospholipid methyltransferase	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_6007	k99_6007_623-3053.1	antibacterial	k99_6007_k99_6007_3	1668	2220	PF00421	0.6441	NA	NA	PSII	Photosystem II protein	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_6007	k99_6007_623-3053.1	antibacterial	k99_6007_k99_6007_4	2318	3053	PF00421	0.63387	NA	NA	PSII	Photosystem II protein	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_7671	k99_7671_1-1433.1	antibacterial	k99_7671_k99_7671_1	1	571	PF05960	0.59673	CL0126	Peptidase_MA	DUF885	Bacterial protein of unknown function (DUF885)	1747	Cutibacterium acnes
SRR6145060	k99_7671	k99_7671_1-1433.1	antibacterial	k99_7671_k99_7671_3	1025	1433	PF08386	0.7061	CL0028	AB_hydrolase	Abhydrolase_4	TAP-like protein	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_1	0	450	PF00528	0.62047	CL0404	BPD_transp_1	BPD_transp_1	Binding-protein-dependent transport system inner membrane component	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_2	471	1395	PF04069	0.61537	CL0177	PBP	OpuAC	Substrate binding domain of ABC-type glycine betaine transport system	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_3	1411	2608	PF00155	0.59575	CL0061	PLP_aminotran	Aminotran_1_2	Aminotransferase class I and II	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_3	1411	2608	PF00464	0.54499	CL0061	PLP_aminotran	SHMT	Serine hydroxymethyltransferase	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_3	1411	2608	PF00266	0.55532	CL0061	PLP_aminotran	Aminotran_5	Aminotransferase class-V	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_4	2633	3671	PF16912	0.56431	CL0063	NADP_Rossmann	Glu_dehyd_C	Glucose dehydrogenase C-terminus	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_4	2633	3671	PF00107	0.60275	CL0063	NADP_Rossmann	ADH_zinc_N	Zinc-binding dehydrogenase	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_4	2633	3671	PF08240	0.61403	CL0296	GroES	ADH_N	Alcohol dehydrogenase GroES-like domain	1747	Cutibacterium acnes
SRR6145060	k99_11793	k99_11793_0-4753.1	inhibitor	k99_11793_k99_11793_5	4024	4753	PF00528	0.54204	CL0404	BPD_transp_1	BPD_transp_1	Binding-protein-dependent transport system inner membrane component	1747	Cutibacterium acnes
SRR6145060	k99_3674	k99_3674_1-1126.1	antibacterial	k99_3674_k99_3674_1	1	292	PF06283	0.61139	CL0014	Glutaminase_I	ThuA	Trehalose utilisation	1747	Cutibacterium acnes
SRR6145060	k99_3674	k99_3674_1-1126.1	antibacterial	k99_3674_k99_3674_2	316	1126	PF00890	0.64836	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145060	k99_13692	k99_13692_2111-2393.1	antibacterial	k99_13692_k99_13692_4	2111	2393	PF11984	0.63702	NA	NA	DUF3485	Protein of unknown function (DUF3485)	9606	Homo sapiens
SRR6145060	k99_7000	k99_7000_2-1085.1	antibacterial	k99_7000_k99_7000_1	2	1085	PF01526	0.62425	NA	NA	DDE_Tnp_Tn3	Tn3 transposase DDE domain	468	Moraxellaceae
SRR6145060	k99_7002	k99_7002_1-595.1	antibacterial	k99_7002_k99_7002_1	1	595	PF08704	0.58611	CL0063	NADP_Rossmann	GCD14	tRNA methyltransferase complex GCD14 subunit	1234380	Cutibacterium acnes C1
SRR6145060	k99_7002	k99_7002_1-595.1	antibacterial	k99_7002_k99_7002_1	1	595	PF01135	0.67471	CL0063	NADP_Rossmann	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	1234380	Cutibacterium acnes C1
SRR6145060	k99_7002	k99_7002_1-595.1	antibacterial	k99_7002_k99_7002_1	1	595	PF13847	0.72387	CL0063	NADP_Rossmann	Methyltransf_31	Methyltransferase domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_7002	k99_7002_1-595.1	antibacterial	k99_7002_k99_7002_1	1	595	PF13649	0.70614	CL0063	NADP_Rossmann	Methyltransf_25	Methyltransferase domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_12131	k99_12131_2-1228.1	antibacterial	k99_12131_k99_12131_1	2	626	PF01891	0.57886	CL0315	Gx_transp	CbiM	Cobalt uptake substrate-specific transmembrane region	1747	Cutibacterium acnes
SRR6145060	k99_12131	k99_12131_2-1228.1	antibacterial	k99_12131_k99_12131_2	931	1228	PF02570	0.58696	NA	NA	CbiC	Precorrin-8X methylmutase	1747	Cutibacterium acnes
SRR6145060	k99_12766	k99_12766_2-1094.1	antibacterial	k99_12766_k99_12766_1	2	1094	PF04055	0.50553	CL0036	TIM_barrel	Radical_SAM	Radical SAM superfamily	1747	Cutibacterium acnes
SRR6145060	k99_12766	k99_12766_2-1094.1	antibacterial	k99_12766_k99_12766_1	2	1094	PF13186	0.51417	NA	NA	SPASM	Iron-sulfur cluster-binding domain	1747	Cutibacterium acnes
SRR6145060	k99_4674	k99_4674_363-1002.1	antibacterial	k99_4674_k99_4674_2	363	1002	PF08666	0.57769	CL0489	SAF	SAF	SAF domain	1747	Cutibacterium acnes
SRR6145060	k99_14497	k99_14497_1-1050.1	antibacterial	k99_14497_k99_14497_1	1	925	PF00480	0.57182	CL0108	Actin_ATPase	ROK	ROK family	1747	Cutibacterium acnes
SRR6145060	k99_14497	k99_14497_1-1050.1	antibacterial	k99_14497_k99_14497_2	921	1050	PF01120	0.5502	CL0058	Glyco_hydro_tim	Alpha_L_fucos	Alpha-L-fucosidase	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_1	1	499	PF16884	0.63545	CL0296	GroES	ADH_N_2	N-terminal domain of oxidoreductase	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_2	616	1132	PF01661	0.54387	CL0223	MACRO	Macro	Macro domain	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_3	1162	1525	PF04343	0.5668	NA	NA	DUF488	Protein of unknown function, DUF488	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_4	1549	2338	PF09335	0.50632	NA	NA	SNARE_assoc	SNARE associated Golgi protein	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_5	2499	3336	PF00005	0.58527	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_5	2499	3336	PF01078	0.54879	CL0023	P-loop_NTPase	Mg_chelatase	Magnesium chelatase, subunit ChlI	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_5	2499	3336	PF06414	0.61438	CL0023	P-loop_NTPase	Zeta_toxin	Zeta toxin	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_5	2499	3336	PF13191	0.65016	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145060	k99_13522	k99_13522_1-3980.1	antibacterial	k99_13522_k99_13522_6	3332	3980	PF00528	0.56421	CL0404	BPD_transp_1	BPD_transp_1	Binding-protein-dependent transport system inner membrane component	1747	Cutibacterium acnes
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_1	72	591	PF13671	0.68432	CL0023	P-loop_NTPase	AAA_33	AAA domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_1	72	591	PF05729	0.70514	CL0023	P-loop_NTPase	NACHT	NACHT domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_1	72	591	PF13191	0.70263	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF00196	0.72456	CL0123	HTH	GerE	Bacterial regulatory proteins, luxR family	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF08279	0.59208	CL0123	HTH	HTH_11	HTH domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF07638	0.63234	CL0123	HTH	Sigma70_ECF	ECF sigma factor	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF05985	0.57863	NA	NA	EutC	Ethanolamine ammonia-lyase light chain (EutC)	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF04545	0.58613	CL0123	HTH	Sigma70_r4	Sigma-70, region 4	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF08281	0.61469	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF13412	0.53271	CL0123	HTH	HTH_24	Winged helix-turn-helix DNA-binding	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF13384	0.54398	CL0123	HTH	HTH_23	Homeodomain-like domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF13936	0.53829	CL0123	HTH	HTH_38	Helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_2	700	1357	PF00072	0.50484	CL0304	CheY	Response_reg	Response regulator receiver domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	k99_1099_72-2144.1	antibacterial	k99_1099_k99_1099_3	1436	2144	PF07730	0.68952	CL0025	His_Kinase_A	HisKA_3	Histidine kinase	1234380	Cutibacterium acnes C1
SRR6145060	k99_4437	k99_4437_294-4146.1	antibacterial	k99_4437_k99_4437_1	294	516	PF03995	0.86978	CL0333	gCrystallin	Inhibitor_I36	Peptidase inhibitor family I36	1234380	Cutibacterium acnes C1
SRR6145060	k99_4437	k99_4437_294-4146.1	antibacterial	k99_4437_k99_4437_2	589	1264	PF03193	0.67967	CL0023	P-loop_NTPase	RsgA_GTPase	RsgA GTPase	1234380	Cutibacterium acnes C1
SRR6145060	k99_4437	k99_4437_294-4146.1	antibacterial	k99_4437_k99_4437_2	589	1264	PF13555	0.72383	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_4437	k99_4437_294-4146.1	antibacterial	k99_4437_k99_4437_2	589	1264	PF00005	0.76539	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1234380	Cutibacterium acnes C1
SRR6145060	k99_4437	k99_4437_294-4146.1	antibacterial	k99_4437_k99_4437_2	589	1264	PF13191	0.78394	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_4437	k99_4437_294-4146.1	antibacterial	k99_4437_k99_4437_4	3750	4146	PF12270	0.73972	NA	NA	Cyt_c_ox_IV	Cytochrome c oxidase subunit IV	1234380	Cutibacterium acnes C1
SRR6145060	k99_11464	k99_11464_0-4221.1	antibacterial	k99_11464_k99_11464_1	0	537	PF01960	0.75022	CL0635	DmpA_ArgJ	ArgJ	ArgJ family	1234380	Cutibacterium acnes C1
SRR6145060	k99_11464	k99_11464_0-4221.1	antibacterial	k99_11464_k99_11464_2	533	1466	PF00696	0.62841	NA	NA	AA_kinase	Amino acid kinase family	1234380	Cutibacterium acnes C1
SRR6145060	k99_11464	k99_11464_0-4221.1	antibacterial	k99_11464_k99_11464_3	1476	2673	PF00202	0.73429	CL0061	PLP_aminotran	Aminotran_3	Aminotransferase class-III	1234380	Cutibacterium acnes C1
SRR6145060	k99_11464	k99_11464_0-4221.1	antibacterial	k99_11464_k99_11464_4	2760	4221	PF00206	0.61129	NA	NA	Lyase_1	Lyase	1234380	Cutibacterium acnes C1
SRR6145060	k99_11464	k99_11464_0-4221.1	antibacterial	k99_11464_k99_11464_4	2760	4221	PF14698	0.65397	NA	NA	ASL_C2	Argininosuccinate lyase C-terminal	1234380	Cutibacterium acnes C1
SRR6145060	k99_14750	k99_14750_110-842.1	antibacterial	k99_14750_k99_14750_1	110	842	PF01636	0.66426	CL0016	PKinase	APH	Phosphotransferase enzyme family	1234380	Cutibacterium acnes C1
SRR6145060	k99_3110	k99_3110_0-1386.1	antibacterial	k99_3110_k99_3110_1	0	1386	PF00501	0.75866	CL0378	ANL	AMP-binding	AMP-binding enzyme	1747	Cutibacterium acnes
SRR6145060	k99_2853	k99_2853_1-1078.1	antibacterial	k99_2853_k99_2853_1	1	1078	PF00115	0.54762	NA	NA	COX1	Cytochrome C and Quinol oxidase polypeptide I	1747	Cutibacterium acnes
SRR6145060	k99_2921	k99_2921_285-4089.1	antibacterial	k99_2921_k99_2921_1	285	1275	PF02423	0.79495	CL0063	NADP_Rossmann	OCD_Mu_crystall	Ornithine cyclodeaminase/mu-crystallin family	1234380	Cutibacterium acnes C1
SRR6145060	k99_2921	k99_2921_285-4089.1	antibacterial	k99_2921_k99_2921_2	1275	2277	PF00291	0.65802	CL0063	NADP_Rossmann	PALP	Pyridoxal-phosphate dependent enzyme	1234380	Cutibacterium acnes C1
SRR6145060	k99_2921	k99_2921_285-4089.1	antibacterial	k99_2921_k99_2921_3	2467	3292	PF01648	0.71037	CL0670	4PPT	ACPS	4'-phosphopantetheinyl transferase superfamily	1234380	Cutibacterium acnes C1
SRR6145060	k99_2921	k99_2921_285-4089.1	antibacterial	k99_2921_k99_2921_4	3387	4089	PF02195	0.61683	CL0248	ParBc	ParBc	ParB-like nuclease domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_8918	k99_8918_1-2823.1	antibacterial	k99_8918_k99_8918_1	1	757	PF01032	0.68356	CL0142	Membrane_trans	FecCD	FecCD transport family	1747	Cutibacterium acnes
SRR6145060	k99_8918	k99_8918_1-2823.1	antibacterial	k99_8918_k99_8918_2	753	1767	PF01497	0.68492	CL0043	Chelatase	Peripla_BP_2	Periplasmic binding protein	1747	Cutibacterium acnes
SRR6145060	k99_8918	k99_8918_1-2823.1	antibacterial	k99_8918_k99_8918_4	2628	2823	PF07927	0.65224	NA	NA	HicA_toxin	HicA toxin of bacterial toxin-antitoxin,	1747	Cutibacterium acnes
SRR6145060	k99_6833	k99_6833_2-3618.1	antibacterial	k99_6833_k99_6833_1	2	476	PF01808	0.51196	CL0109	CDA	AICARFT_IMPCHas	AICARFT/IMPCHase bienzyme	1747	Cutibacterium acnes
